epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,66.6224,0.8709,1.70568,2.11432,0.99753,0,0.57926,0.54029,0.58549,0.4217,0.57102,0.53949,0.57745,0.38332,0.94638,2.03827,1.70001,1.0767,0,0.000413978,0.000413978,0.000413978
2,140.159,0.85713,1.74114,1.25152,0.9915,0,0.62334,0.55697,0.58437,0.41067,0.61867,0.54476,0.57191,0.36388,nan,nan,nan,nan,0,0.000828393,0.000828393,0.000828393
